id,abstract,conclusion,n_conclusion_sections,total
0903.4152,0,3,2,3
0903.4158,0,0,1,0
0903.4160,0,1,1,1
0903.4164,1,0,1,1
0903.4165,0,0,1,0
0903.4167,0,0,1,0
0903.4171,0,0,0,0
0903.4173,0,0,0,0
0903.4174,0,0,1,0
0903.4175,0,0,2,0
0903.4177,0,0,1,0
0903.4179,0,0,1,0
0903.4180,0,0,1,0
0903.4182,1,34,2,35
0903.4183,0,0,1,0
0903.4184,0,5,2,5
0903.4186,0,0,1,0
0903.4187,2,28,2,30
0903.4190,0,0,0,0
0903.4191,3,2,1,5
0903.4193,4,7,2,11
0903.4197,1,0,1,1
0903.4199,0,0,0,0
0903.4202,0,0,1,0
0903.4206,4,6,1,10
0903.4209,2,2,1,4
0903.4210,0,0,0,0
0903.4211,1,12,2,13
0903.4213,0,10,2,10
0903.4214,0,0,1,0
0903.4223,0,0,1,0
0903.4280,0,0,3,0
0903.4282,0,0,2,0
0903.4288,0,0,1,0
0903.4291,0,0,0,0
0903.4311,1,1,1,2
0903.4317,2,7,2,9
0903.4318,0,0,0,0
0903.4320,0,0,1,0
0903.4325,4,0,0,4
0903.4328,0,0,1,0
0903.4333,0,0,1,0
0903.4343,0,0,2,0
0903.4344,0,0,1,0
0903.4347,1,23,2,24
0903.4352,0,0,0,0
0903.4364,0,0,1,0
0903.4372,0,0,0,0
0903.4377,1,7,1,8
0903.4395,0,0,1,0
0903.4407,0,0,0,0
0903.4409,0,0,2,0
0903.4410,0,7,2,7
0903.4411,0,2,2,2
0903.4417,0,0,1,0
0903.4441,0,1,1,1
0903.4442,0,0,0,0
0903.4446,0,0,2,0
0903.4448,3,33,3,36
0903.4450,0,0,1,0
0903.4455,0,7,2,7
0903.4458,0,0,0,0
0903.4461,1,0,2,1
0903.4476,0,0,1,0
0903.4479,3,2,1,5
0903.4483,0,0,1,0
0903.4485,0,0,1,0
0903.4487,4,7,2,11
0903.4492,0,0,1,0
0903.4498,0,1,2,1
0903.4511,0,0,1,0
0903.4519,0,0,1,0
0903.4531,0,5,1,5
0903.4541,0,0,1,0
0903.4556,3,0,0,3
0903.4557,0,0,1,0
0903.4559,0,2,2,2
0903.4565,0,3,1,3
0903.4580,0,0,1,0
0903.4599,0,0,2,0
0903.4610,0,2,3,2
0903.4635,4,16,2,20
0903.4651,0,0,1,0
0903.4654,0,0,0,0
0903.4660,0,0,2,0
0903.4672,0,1,1,1
0903.4677,0,5,1,5
0903.4681,0,2,2,2
0903.4682,0,0,2,0
0903.4683,2,4,1,6
0903.4684,0,0,1,0
0903.4685,0,0,3,0
0903.4687,1,1,1,2
0903.4693,1,0,1,1
0903.4695,3,13,1,16
0903.4698,3,1,1,4
0903.4700,0,0,1,0
0903.4701,3,22,2,25
0903.4714,0,18,2,18
0903.4717,0,0,1,0
0903.4719,0,0,1,0
0903.4733,0,0,1,0
0903.4737,0,0,1,0
0903.4745,0,5,1,5
0903.4746,0,0,0,0
0903.4752,4,1,1,5
0903.4758,0,0,1,0
0903.4787,1,1,1,2
0903.4814,0,11,2,11
0903.4819,0,0,0,0
0903.4832,0,0,1,0
0903.4835,0,0,1,0
0903.4849,0,0,0,0
0903.4854,0,0,1,0
0903.4857,0,7,2,7
0903.4861,0,5,2,5
0903.4864,0,1,1,1
0903.4873,1,0,1,1
0903.4877,0,0,0,0
0903.4880,0,0,1,0
0903.4884,0,0,0,0
0903.4890,0,0,1,0
0903.4891,0,0,0,0
0903.4895,0,8,2,8
0903.4897,9,10,1,19
0903.4904,0,0,1,0
0903.4905,0,0,1,0
0903.4911,1,18,2,19
0903.4915,0,1,2,1
0903.4920,0,0,0,0
0903.4925,0,0,0,0
0903.4929,0,0,0,0
0903.4935,0,0,0,0
0903.4937,0,0,1,0
0903.4938,0,0,1,0
0903.4942,0,0,1,0
0903.4999,0,0,1,0
0903.5001,0,0,1,0
0903.5010,5,0,0,5
0903.5011,0,0,1,0
0903.5020,0,0,2,0
0903.5030,0,0,0,0
0903.5040,0,0,0,0
0903.5041,0,0,1,0
0903.5055,0,0,0,0
0903.5057,0,2,1,2
0903.5075,0,0,1,0
0903.5077,0,0,1,0
0903.5083,0,0,1,0
0903.5095,0,1,1,1
0903.5118,0,0,0,0
0903.5119,0,0,1,0
0903.5121,0,0,1,0
0903.5134,0,0,1,0
0903.5137,0,0,1,0
0903.5141,0,0,0,0
0903.5144,0,1,2,1
0903.5145,0,0,2,0
0903.5157,0,0,1,0
0903.5158,0,0,0,0
0903.5166,0,0,1,0
0903.5176,0,0,1,0
0903.5182,0,0,0,0
0903.5205,0,31,2,31
0903.5213,0,5,3,5
0903.5218,1,6,2,7
0903.5219,0,0,0,0
0903.5222,0,0,0,0
0903.5224,0,0,1,0
0903.5231,0,0,0,0
0903.5245,1,3,2,4
0903.5247,0,0,1,0
0903.5257,0,0,1,0
0903.5264,0,0,1,0
0903.5275,0,0,2,0
0903.5280,0,0,1,0
0903.5296,0,0,1,0
0903.5297,0,0,1,0
0903.5298,0,0,1,0
0903.5301,0,0,1,0
0903.5302,0,0,1,0
0903.5303,0,0,1,0
0903.5304,0,0,0,0
0903.5307,0,0,2,0
0903.5308,0,0,1,0
0903.5310,0,2,2,2
0903.5315,0,53,2,53
0903.5317,0,0,1,0
0903.5321,0,0,0,0
0903.5322,0,0,1,0
0903.5323,3,11,1,14
0903.5325,0,2,2,2
0903.5329,2,7,1,9
0903.5330,0,0,0,0
0903.5331,0,2,2,2
0903.5338,1,14,2,15
0903.5340,0,1,1,1
0903.5355,0,0,0,0
0903.5358,0,0,2,0
0903.5363,0,2,2,2
0903.5364,0,0,1,0
0903.5370,0,0,0,0
0903.5377,0,0,1,0
0903.5384,0,1,2,1
0903.5386,0,0,1,0
0903.5403,0,0,0,0
0903.5404,0,0,0,0
0903.5408,0,0,0,0
0903.5411,0,1,2,1
0903.5417,0,0,1,0
0903.5428,0,0,0,0
0903.5434,0,0,2,0
0903.5451,0,0,1,0
0903.5473,0,0,1,0
0903.5475,0,1,2,1
0903.5477,0,1,1,1
0903.5490,0,0,1,0
0903.5493,0,0,0,0
0903.5511,0,0,2,0
0903.5518,0,0,1,0
0903.5544,0,0,0,0
0904.0002,0,0,2,0
0904.0004,0,1,2,1
0904.0005,2,6,2,8
0904.0006,0,0,0,0
0904.0007,0,0,1,0
0904.0009,0,0,1,0
0904.0013,0,1,2,1
0904.0018,1,7,1,8
0904.0024,0,0,1,0
0904.0025,0,0,0,0
0904.0026,0,2,2,2
0904.0028,9,7,1,16
0904.0042,0,0,2,0
0904.0045,0,0,0,0
0904.0062,0,0,1,0
0904.0063,0,0,1,0
0904.0065,0,0,1,0
0904.0066,0,0,0,0
0904.0067,0,0,1,0
0904.0075,0,0,2,0
0904.0083,0,0,1,0
0904.0096,0,0,2,0
0904.0101,0,4,1,4
0904.0105,0,7,3,7
0904.0118,0,0,1,0
0904.0119,0,0,1,0
0904.0126,0,0,1,0
0904.0132,0,0,1,0
0904.0138,1,1,1,2
0904.0140,0,0,1,0
0904.0142,0,0,1,0
0904.0143,0,0,1,0
0904.0147,0,0,1,0
0904.0151,0,0,2,0
0904.0152,1,0,0,1
0904.0164,0,0,2,0
0904.0173,0,1,1,1
0904.0175,0,1,2,1
0904.0187,0,0,0,0
0904.0188,0,0,1,0
0904.0190,0,0,1,0
0904.0196,0,0,1,0
0904.0202,2,13,2,15
0904.0209,0,0,2,0
0904.0213,0,0,2,0
0904.0219,1,1,1,2
0904.0220,2,0,1,2
0904.0231,0,0,1,0
0904.0247,0,0,0,0
0904.0248,0,4,2,4
0904.0249,3,0,0,3
0904.0250,0,0,1,0
0904.0251,2,5,1,7
0904.0253,0,4,2,4
0904.0254,0,1,1,1
0904.0256,1,2,1,3
0904.0261,0,0,0,0
0904.0266,0,4,2,4
0904.0275,0,0,0,0
0904.0278,0,0,1,0
0904.0279,0,0,1,0
0904.0280,0,0,2,0
0904.0282,0,1,2,1
0904.0286,0,4,2,4
0904.0320,0,0,1,0
0904.0324,0,0,1,0
0904.0325,0,2,2,2
0904.0330,0,0,0,0
0904.0334,0,1,2,1
0904.0337,4,13,1,17
0904.0345,0,0,0,0
0904.0347,0,0,2,0
0904.0351,0,0,0,0
0904.0353,0,0,0,0
0904.0358,0,0,1,0
0904.0361,0,0,1,0
0904.0368,0,0,1,0
0904.0374,0,0,1,0
0904.0395,2,0,0,2
0904.0404,2,3,1,5
0904.0415,0,6,1,6
0904.0433,0,2,2,2
0904.0435,0,0,0,0
0904.0440,0,0,1,0
0904.0448,0,8,2,8
0904.0451,0,0,1,0
0904.0452,1,4,2,5
0904.0460,0,0,1,0
0904.0472,0,0,0,0
0904.0478,0,3,1,3
0904.0497,0,0,1,0
0904.0502,0,0,1,0
0904.0512,0,0,0,0
0904.0523,0,2,2,2
0904.0526,0,4,2,4
0904.0530,0,0,1,0
0904.0533,0,0,1,0
0904.0553,0,17,1,17
0904.0554,0,0,1,0
0904.0558,0,6,2,6
0904.0560,1,20,2,21
0904.0571,0,1,1,1
0904.0590,0,0,2,0
0904.0600,1,2,1,3
0904.0603,0,5,2,5
0904.0610,0,0,1,0
0904.0613,1,0,0,1
0904.0614,0,0,0,0
0904.0630,0,0,0,0
0904.0633,0,0,0,0
0904.0637,0,8,1,8
0904.0638,0,0,0,0
0904.0645,0,0,3,0
0904.0646,0,2,1,2
0904.0647,0,0,1,0
0904.0649,0,0,0,0
0904.0652,0,0,2,0
0904.0657,3,2,1,5
0904.0660,0,0,0,0
0904.0670,0,2,2,2
0904.0674,1,1,1,2
0904.0675,0,0,2,0
0904.0681,0,0,1,0
0904.0701,0,0,1,0
0904.0712,0,2,1,2
0904.0725,0,0,1,0
0904.0730,0,0,1,0
0904.0736,1,2,2,3
0904.0739,0,0,0,0
0904.0743,0,1,1,1
0904.0748,0,0,1,0
0904.0750,0,0,0,0
0904.0766,0,0,0,0
0904.0769,0,0,0,0
0904.0774,0,0,0,0
0904.0789,0,4,2,4
0904.0793,0,0,1,0
0904.0796,0,7,1,7
0904.0802,0,0,0,0
0904.0809,0,0,1,0
0904.0812,0,0,0,0
0904.0819,2,22,2,24
0904.0822,0,0,1,0
0904.0823,0,0,2,0
0904.0829,0,0,0,0
0904.0831,0,1,2,1
0904.0852,3,7,2,10
0904.0871,0,0,0,0
0904.0877,0,0,1,0
0904.0878,0,0,1,0
0904.0913,0,0,1,0
0904.0928,0,10,2,10
0904.0940,0,0,1,0
0904.0969,1,0,1,1
0904.0974,0,0,1,0
0904.0975,0,0,2,0
0904.0980,0,0,1,0
0904.0996,0,0,2,0
0904.0997,0,0,2,0
0904.0998,0,0,1,0
0904.1001,0,0,2,0
0904.1003,0,5,2,5
0904.1007,2,8,2,10
0904.1010,0,0,1,0
0904.1012,3,3,1,6
0904.1017,0,0,3,0
0904.1018,1,1,1,2
0904.1020,0,3,2,3
0904.1025,0,0,0,0
0904.1027,0,0,2,0
0904.1032,0,0,1,0
0904.1038,0,0,1,0
0904.1047,0,0,0,0
0904.1052,0,0,1,0
0904.1057,0,0,1,0
0904.1061,0,0,1,0
0904.1064,0,0,1,0
0904.1066,1,0,0,1
0904.1068,1,0,0,1
0904.1070,0,0,1,0
0904.1079,0,0,1,0
0904.1091,0,10,2,10
0904.1094,0,0,0,0
0904.1100,0,1,1,1
0904.1112,0,7,2,7
0904.1114,0,0,1,0
0904.1116,0,0,1,0
0904.1117,0,0,1,0
0904.1126,0,1,1,1
0904.1127,1,14,2,15
0904.1132,0,0,0,0
0904.1136,0,0,1,0
0904.1140,0,0,0,0
0904.1146,0,1,1,1
0904.1163,1,0,2,1
0904.1183,0,0,2,0
0904.1200,11,19,2,30
0904.1202,0,0,1,0
0904.1203,1,6,1,7
0904.1204,0,7,2,7
0904.1205,3,0,1,3
0904.1206,0,0,1,0
0904.1207,1,0,0,1
0904.1209,0,0,1,0
0904.1210,0,3,1,3
0904.1217,0,0,1,0
0904.1221,0,0,2,0
0904.1231,1,0,0,1
0904.1238,0,16,2,16
0904.1240,0,1,2,1
0904.1244,0,7,2,7
0904.1268,0,0,1,0
0904.1273,0,0,1,0
0904.1290,0,13,2,13
0904.1309,0,0,0,0
0904.1321,1,2,1,3
0904.1323,0,1,2,1
0904.1349,0,0,1,0
0904.1360,0,0,1,0
0904.1371,1,5,2,6
0904.1373,0,1,2,1
0904.1374,0,0,1,0
0904.1375,0,0,0,0
0904.1377,0,0,1,0
0904.1382,0,0,0,0
0904.1383,0,0,1,0
0904.1391,0,2,1,2
0904.1392,0,0,1,0
0904.1410,0,0,1,0
0904.1414,0,0,1,0
0904.1417,0,2,1,2
0904.1425,0,0,1,0
0904.1430,0,1,2,1
0904.1434,0,0,1,0
0904.1437,0,11,2,11
0904.1440,0,0,1,0
0904.1442,0,0,1,0
0904.1448,0,0,0,0
0904.1452,0,7,2,7
0904.1454,0,0,1,0
0904.1464,0,0,0,0
0904.1465,0,0,1,0
0904.1494,0,0,2,0
0904.1507,0,0,1,0
0904.1537,0,1,2,1
0904.1539,0,0,0,0
0904.1542,0,0,1,0
0904.1544,0,0,1,0
0904.1562,0,2,1,2
0904.1568,0,0,1,0
0904.1572,1,2,1,3
0904.1574,2,4,1,6
0904.1575,0,0,1,0
0904.1577,0,0,1,0
0904.1583,0,0,2,0
0904.1588,0,3,2,3
0904.1589,0,0,2,0
0904.1596,0,5,1,5
0904.1597,0,3,2,3
0904.1598,0,4,2,4
0904.1610,0,0,0,0
0904.1620,0,0,1,0
0904.1621,0,0,1,0
0904.1626,0,0,0,0
0904.1633,0,0,1,0
0904.1642,0,0,0,0
0904.1660,0,0,1,0
0904.1661,0,0,0,0
0904.1688,2,2,1,4
0904.1693,0,0,0,0
0904.1698,0,0,1,0
0904.1708,4,0,0,4
0904.1725,0,0,1,0
0904.1740,0,0,1,0
0904.1741,0,0,1,0
0904.1742,4,4,2,8
0904.1745,0,0,1,0
0904.1747,0,25,3,25
0904.1753,0,0,2,0
0904.1768,0,0,0,0
0904.1797,0,0,1,0
0904.1807,0,0,1,0
0904.1810,0,0,2,0
0904.1821,2,6,2,8
0904.1822,1,3,2,4
0904.1825,0,0,2,0
0904.1832,1,0,1,1
0904.1837,0,0,1,0
0904.1857,0,0,1,0
0904.1865,0,0,1,0
0904.1879,0,0,2,0
0904.1884,0,0,1,0
0904.1887,0,0,1,0
0904.1896,0,0,1,0
0904.1904,2,0,1,2
0904.1921,0,0,2,0
0904.1937,0,31,3,31
0904.1938,0,0,1,0
0904.1943,0,0,1,0
0904.1949,0,0,2,0
0904.1953,0,0,0,0
0904.1964,0,0,1,0
0904.1966,1,7,2,8
0904.1978,0,0,3,0
0904.1979,0,1,1,1
0904.1983,0,9,1,9
0904.1986,0,0,0,0
0904.1995,0,0,2,0
0904.2000,0,0,2,0
0904.2001,0,0,0,0
0904.2004,0,8,2,8
0904.2011,0,2,2,2
0904.2016,0,0,0,0
0904.2020,1,1,1,2
0904.2026,0,0,1,0
0904.2030,0,0,0,0
0904.2044,0,0,3,0
0904.2079,0,6,2,6
0904.2084,0,0,2,0
0904.2087,0,0,0,0
0904.2092,0,0,1,0
0904.2125,0,0,1,0
0904.2128,0,1,2,1
0904.2146,1,0,1,1
0904.2150,0,0,1,0
0904.2162,0,7,2,7
0904.2164,0,0,0,0
0904.2166,0,0,1,0
0904.2168,0,1,2,1
0904.2180,0,2,2,2
0904.2181,0,0,1,0
0904.2185,0,3,2,3
0904.2187,1,5,1,6
0904.2190,0,0,1,0
0904.2195,0,0,0,0
0904.2202,0,0,0,0
0904.2206,0,0,0,0
0904.2208,0,0,1,0
0904.2218,0,3,2,3
0904.2219,0,0,1,0
0904.2220,0,0,1,0
0904.2221,0,0,1,0
0904.2226,0,0,1,0
0904.2228,0,0,0,0
0904.2230,0,0,1,0
0904.2236,0,0,1,0
0904.2261,0,7,2,7
0904.2299,0,0,1,0
0904.2300,0,0,0,0
0904.2307,2,1,1,3
0904.2312,0,1,2,1
0904.2319,0,1,1,1
0904.2331,2,3,1,5
0904.2334,0,0,2,0
0904.2335,1,5,2,6
0904.2346,0,0,1,0
0904.2348,0,0,1,0
0904.2355,0,0,1,0
0904.2363,0,24,2,24
0904.2365,1,0,2,1
0904.2371,0,0,0,0
0904.2372,0,0,1,0
0904.2379,0,7,2,7
0904.2382,2,0,1,2
0904.2383,2,0,0,2
0904.2386,0,0,0,0
0904.2388,0,0,1,0
0904.2392,2,0,0,2
0904.2393,0,0,2,0
0904.2395,0,0,0,0
0904.2398,0,3,1,3
0904.2413,0,0,1,0
0904.2443,0,0,1,0
0904.2444,0,0,1,0
0904.2446,0,0,1,0
0904.2451,0,1,1,1
0904.2458,0,7,2,7
0904.2460,0,1,1,1
0904.2481,0,0,2,0
0904.2509,1,0,0,1
0904.2513,0,0,2,0
0904.2517,0,0,1,0
0904.2518,0,0,1,0
0904.2522,0,0,0,0
0904.2524,1,7,2,8
0904.2531,0,8,2,8
0904.2542,0,4,1,4
0904.2545,0,1,1,1
0904.2549,0,0,1,0
0904.2554,3,1,2,4
0904.2565,0,0,1,0
0904.2566,0,0,0,0
0904.2568,0,0,0,0
0904.2569,2,16,2,18
0904.2570,0,0,1,0
0904.2572,0,0,2,0
0904.2573,10,31,2,41
0904.2574,0,0,1,0
0904.2577,0,0,1,0
0904.2579,0,0,1,0
0904.2583,0,0,1,0
0904.2586,1,5,1,6
0904.2590,0,0,1,0
0904.2608,2,1,1,3
0904.2621,0,0,2,0
0904.2655,0,0,1,0
0904.2657,0,0,1,0
0904.2660,0,0,2,0
0904.2661,0,5,2,5
0904.2669,0,0,2,0
0904.2673,0,1,2,1
0904.2684,0,1,2,1
0904.2696,0,1,1,1
0904.2718,0,0,1,0
0904.2724,0,0,1,0
0904.2725,0,0,1,0
0904.2736,1,0,0,1
0904.2740,0,25,2,25
0904.2743,0,2,2,2
0904.2746,0,0,1,0
0904.2747,2,4,2,6
0904.2748,0,2,1,2
0904.2755,0,0,0,0
0904.2760,0,0,1,0
0904.2763,0,5,2,5
0904.2773,0,0,2,0
0904.2774,0,0,1,0
0904.2775,0,0,1,0
0904.2777,0,0,0,0
0904.2778,0,0,1,0
0904.2779,0,0,0,0
0904.2784,0,1,1,1
0904.2786,0,1,1,1
0904.2789,0,0,1,0
0904.2799,0,0,1,0
0904.2800,0,0,1,0
0904.2802,0,0,0,0
0904.2803,0,0,0,0
0904.2804,0,0,0,0
0904.2821,0,0,1,0
0904.2826,0,0,1,0
0904.2832,0,0,0,0
0904.2835,0,0,1,0
0904.2840,0,0,1,0
0904.2842,0,0,0,0
0904.2845,0,0,1,0
0904.2851,0,0,1,0
0904.2865,0,0,0,0
0904.2878,0,3,2,3
0904.2887,0,1,2,1
0904.2892,0,0,2,0
0904.2900,0,0,1,0
0904.2902,0,0,1,0
0904.2907,6,6,1,12
0904.2930,0,9,2,9
0904.2935,0,0,0,0
0904.2939,0,2,2,2
0904.2941,0,0,1,0
0904.2943,0,0,1,0
0904.2946,0,1,1,1
0904.2963,1,0,0,1
0904.2972,0,0,0,0
0904.2976,0,0,0,0
0904.2979,0,8,2,8
0904.2982,0,2,2,2
0904.2995,0,0,2,0
0904.2997,1,10,2,11
0904.2998,0,0,0,0
0904.2999,0,1,1,1
0904.3002,0,0,1,0
0904.3006,0,1,2,1
0904.3013,0,0,2,0
0904.3024,4,17,1,21
0904.3056,0,0,1,0
0904.3058,0,0,1,0
0904.3068,1,0,0,1
0904.3073,0,1,1,1
0904.3078,0,0,1,0
0904.3081,0,4,2,4
0904.3092,0,0,1,0
0904.3095,0,1,1,1
0904.3096,4,19,2,23
0904.3098,0,0,1,0
0904.3099,0,0,1,0
0904.3102,0,0,1,0
0904.3103,0,0,0,0
0904.3105,0,1,1,1
0904.3108,0,0,0,0
0904.3121,0,15,2,15
0904.3127,3,0,1,3
0904.3133,3,124,2,127
0904.3136,3,6,1,9
0904.3140,0,0,1,0
0904.3146,0,0,0,0
0904.3155,0,0,1,0
0904.3156,0,3,2,3
0904.3161,0,0,2,0
0904.3162,0,0,1,0
0904.3163,0,0,2,0
0904.3170,1,14,2,15
0904.3185,0,1,1,1
0904.3190,0,0,2,0
0904.3194,0,0,0,0
0904.3199,0,0,1,0
0904.3200,0,0,2,0
0904.3201,1,8,2,9
0904.3202,2,3,2,5
0904.3203,0,0,2,0
0904.3212,0,0,1,0
0904.3218,0,0,1,0
0904.3227,1,3,1,4
0904.3230,0,1,2,1
0904.3237,0,0,1,0
0904.3248,0,0,2,0
0904.3257,0,0,1,0
0904.3276,0,0,1,0
0904.3279,3,12,2,15
0904.3293,0,0,1,0
0904.3299,0,3,2,3
0904.3302,0,0,1,0
0904.3318,1,2,1,3
0904.3323,0,0,1,0
0904.3324,0,11,2,11
0904.3326,0,0,1,0
0904.3328,0,0,1,0
0904.3329,4,25,2,29
0904.3330,0,5,2,5
0904.3333,0,0,1,0
0904.3334,0,0,2,0
0904.3336,0,0,2,0
0904.3342,0,1,2,1
0904.3346,0,0,1,0
0904.3347,0,0,1,0
0904.3348,1,1,1,2
0904.3363,0,2,2,2
0904.3369,0,0,0,0
0904.3378,0,1,1,1
0904.3381,0,9,2,9
0904.3389,0,1,2,1
0904.3393,0,0,0,0
0904.3403,0,0,1,0
0904.3409,2,1,1,3
0904.3419,1,1,1,2
0904.3421,0,0,1,0
0904.3425,0,0,2,0
0904.3429,0,4,1,4
0904.3432,0,32,2,32
0904.3438,0,0,2,0
0904.3442,3,4,1,7
0904.3445,0,0,1,0
0904.3459,4,0,1,4
0904.3467,0,0,1,0
0904.3471,0,0,1,0
0904.3475,0,0,2,0
0904.3485,2,4,1,6
0904.3486,0,0,2,0
0904.3488,0,0,0,0
0904.3494,1,6,2,7
0904.3496,1,1,1,2
0904.3502,0,7,2,7
0904.3507,0,0,2,0
0904.3515,0,0,1,0
0904.3517,0,0,1,0
0904.3529,0,0,1,0
0904.3530,0,2,2,2
0904.3541,0,0,0,0
0904.3542,0,0,0,0
0904.3545,0,0,1,0
0904.3546,0,0,1,0
0904.3549,0,1,1,1
0904.3550,2,2,2,4
0904.3553,0,21,2,21
0904.3562,0,0,1,0
0904.3565,0,0,1,0
0904.3568,0,3,2,3
0904.3575,0,0,1,0
0904.3580,1,11,2,12
0904.3599,0,4,1,4
0904.3609,0,0,1,0
0904.3623,0,0,1,0
0904.3626,0,0,1,0
0904.3655,0,0,1,0
0904.3657,0,0,1,0
0904.3659,0,0,1,0
0904.3662,0,0,2,0
0904.3686,0,0,1,0
0904.3704,1,0,1,1
0904.3725,0,0,1,0
0904.3733,0,0,0,0
0904.3737,0,1,1,1
0904.3739,0,0,1,0
0904.3747,2,12,1,14
0904.3749,0,1,1,1
0904.3752,0,0,1,0
0904.3773,0,0,0,0
0904.3779,0,0,2,0
0904.3788,0,0,1,0
0904.3793,0,1,1,1
0904.3798,0,2,1,2
0904.3800,0,0,1,0
0904.3811,0,0,0,0
0904.3825,0,0,1,0
0904.3836,0,1,2,1
0904.3849,0,0,0,0
0904.3852,0,0,1,0
0904.3861,1,5,2,6
0904.3879,1,2,2,3
0904.3886,0,0,2,0
0904.3891,0,1,1,1
0904.3893,0,1,1,1
0904.3903,0,0,0,0
0904.3909,1,0,1,1
0904.3920,0,0,1,0
0904.3925,0,0,1,0
0904.3931,0,0,0,0
0904.3933,0,0,0,0
0904.3934,0,0,1,0
0904.3935,0,0,1,0
0904.3936,0,0,1,0
0904.3939,2,0,1,2
0904.3943,0,0,1,0
0904.3949,0,0,0,0
0904.3955,1,2,2,3
0904.3958,0,0,1,0
0904.3967,0,6,2,6
0904.3970,0,0,0,0
0904.3992,1,5,1,6
0904.3998,1,0,1,1
0904.4007,0,0,0,0
0904.4017,0,3,1,3
0904.4024,0,0,1,0
0904.4031,0,0,2,0
0904.4038,0,0,0,0
0904.4046,0,0,1,0
0904.4053,0,0,1,0
0904.4054,1,2,2,3
0904.4071,0,0,1,0
0904.4076,0,0,2,0
0904.4084,0,10,2,10
0904.4086,0,0,2,0
0904.4090,0,0,1,0
0904.4096,1,0,1,1
0904.4098,0,0,1,0
0904.4101,0,0,1,0
0904.4106,0,0,1,0
0904.4118,0,1,1,1
0904.4121,0,1,1,1
0904.4122,0,0,0,0
0904.4123,0,0,1,0
0904.4126,0,0,2,0
0904.4129,0,4,2,4
0904.4134,0,0,0,0
0904.4146,0,0,2,0
0904.4149,0,0,1,0
0904.4158,0,0,0,0
0904.4160,0,0,0,0
0904.4169,2,4,2,6
0904.4182,0,0,0,0
0904.4187,0,0,1,0
0904.4208,0,0,1,0
0904.4211,0,0,1,0
0904.4228,0,0,0,0
0904.4239,1,0,1,1
0904.4244,0,0,1,0
0904.4247,0,0,0,0
0904.4250,3,2,1,5
0904.4251,0,0,2,0
0904.4252,0,1,2,1
0904.4254,0,0,1,0
0904.4256,0,2,2,2
0904.4257,0,5,1,5
0904.4263,0,8,2,8
0904.4266,0,0,1,0
0904.4267,0,0,0,0
0904.4268,0,0,0,0
0904.4276,0,1,1,1
0904.4277,0,0,1,0
0904.4278,0,0,2,0
0904.4280,0,1,1,1
0904.4287,0,0,1,0
0904.4290,7,32,2,39
0904.4299,0,0,0,0
0904.4300,0,0,2,0
0904.4303,0,0,1,0
0904.4305,0,0,2,0
0904.4307,0,0,0,0
0904.4313,0,0,0,0
0904.4319,0,0,1,0
0904.4328,0,0,2,0
0904.4353,0,0,1,0
0904.4376,14,22,1,36
0904.4377,6,14,2,20
0904.4381,0,2,2,2
0904.4390,2,3,1,5
0904.4392,0,8,1,8
0904.4396,0,8,2,8
0904.4398,0,0,2,0
0904.4410,0,4,2,4
0904.4415,0,0,1,0
0904.4419,0,7,2,7
0904.4422,2,13,2,15
0904.4423,0,0,1,0
0904.4427,0,0,0,0
0904.4428,0,1,2,1
0904.4433,0,2,2,2
0904.4445,0,0,0,0
0904.4455,0,0,1,0
0904.4463,3,3,1,6
0904.4476,0,0,1,0
0904.4479,1,0,1,1
0904.4481,0,0,1,0
0904.4491,0,0,0,0
0904.4498,0,0,0,0
0904.4501,0,0,1,0
0904.4505,0,0,0,0
0904.4511,0,0,2,0
0904.4515,0,0,1,0
0904.4536,0,0,1,0
0904.4543,0,16,2,16
0904.4546,0,0,0,0
0904.4550,0,0,1,0
0904.4551,1,4,2,5
0904.4584,0,0,0,0
0904.4594,0,0,1,0
0904.4596,0,0,0,0
0904.4598,0,0,0,0
0904.4606,0,0,0,0
0904.4619,0,0,1,0
0904.4626,0,0,1,0
0904.4628,0,0,0,0
0904.4632,0,0,1,0
0904.4636,0,0,1,0
0904.4638,0,0,1,0
0904.4641,0,0,2,0
0904.4645,0,0,1,0
0904.4649,1,0,0,1
0904.4651,0,0,1,0
0904.4682,0,0,1,0
0904.4690,0,0,1,0
0904.4693,0,1,1,1
0904.4696,0,0,1,0
0904.4697,0,0,2,0
0904.4701,2,2,1,4
0904.4702,0,0,1,0
0904.4703,0,1,1,1
0904.4704,9,0,0,9
0904.4714,0,1,2,1
0904.4718,0,0,1,0
0904.4721,0,1,1,1
0904.4725,0,0,0,0
0904.4752,0,0,1,0
0904.4757,0,0,1,0
0904.4765,0,0,1,0
0904.4776,0,1,2,1
0904.4782,0,0,2,0
0904.4784,5,2,2,7
0904.4786,1,2,1,3
0904.4797,0,0,1,0
0904.4806,1,0,1,1
0904.4812,0,0,2,0
0904.4813,0,0,1,0
0904.4816,0,2,2,2
0904.4833,0,0,2,0
0904.4840,0,0,0,0
0904.4848,0,0,0,0
0904.4849,0,0,1,0
0904.4852,0,0,2,0
0904.4859,0,0,2,0
0904.4867,0,0,1,0
0904.4876,0,6,1,6
0904.4878,0,0,2,0
0904.4884,0,2,2,2
0904.4888,0,0,1,0
0904.4901,4,9,1,13
0904.4906,0,0,1,0
0904.4907,0,0,1,0
0904.4908,0,0,2,0
